gene_name,gene_id,num_codewords,num_probesets,protein_name,location,cell_type,cellchat_pathway
Ldha,ENSMUSG00000063229,1,1,L-lactate dehydrogenase A chain (LDH-A),Cytoplasm,,
Ldhb,ENSMUSG00000030246,2,1,L-lactate dehydrogenase B chain (LDH-B),Cytoplasm;Mitochondrion inner membrane,kidney proximal convoluted tubule epithelial cell;kidney proximal straight tubule epithelial cell;Sertoli cell;renal beta-intercalated cell;granulosa cell;kidney distal convoluted tubule epithelial cell,
Ldlr,ENSMUSG00000032193,2,2,Low-density lipoprotein receptor (LDL receptor),Cell membrane,bladder urothelial cell;bladder cell,
Ldlrad4,ENSMUSG00000024544,2,2,Low-density lipoprotein receptor class A domain-containing protein 4,Early endosome membrane,,
Lect2,ENSMUSG00000021539,2,2,Leukocyte cell-derived chemotaxin-2 (LECT-2) (Chondromodulin II) (ChM-II),Secreted,,
Lef1,ENSMUSG00000027985,2,2,Lymphoid enhancer-binding factor 1 (LEF-1),Nucleus,blood vessel endothelial cell;endothelial stalk cell;endothelial cell of vascular tree,
Lefty1,ENSMUSG00000038793,2,2,Left-right determination factor 1 (Protein lefty-1) (Lefty protein) (Stimulated by retinoic acid gene 3 protein) (Transforming growth factor beta-4) (TGF-beta-4),Secreted,plasmacytoid dendritic cell;macrophage dendritic cell progenitor,
Lefty2,ENSMUSG00000066652,2,2,Left-right determination factor 2 (Left-right determination factor B) (Protein lefty-2) (Protein lefty-B),Secreted,,
Leo1,ENSMUSG00000042487,2,2,RNA polymerase-associated protein LEO1,Nucleus,,
Lep,ENSMUSG00000059201,2,2,Leptin (Obesity factor),Secreted,,
Lepr,ENSMUSG00000057722,2,2,Leptin receptor (LEP-R) (B219) (OB receptor) (OB-R) (CD antigen CD295),Cell membrane,prostate gland microvascular endothelial cell,LEP
Leprot,ENSMUSG00000035212,2,2,Leptin receptor gene-related protein (Endospanin-1) (OB-R gene-related protein) (OB-RGRP),Golgi apparatus membrane,,
Letmd1,ENSMUSG00000037353,2,2,LETM1 domain-containing protein 1 (Cervical cancer receptor) (MCC-32),Mitochondrion outer membrane,,
Lfng,ENSMUSG00000029570,2,2,"Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe",Golgi apparatus membrane,mature NK T cell;double negative thymocyte;DN4 thymocyte;natural killer cell,
Lgals9,ENSMUSG00000001123,2,2,Galectin-9 (Gal-9),Cytoplasm,DN3 thymocyte,GALECTIN
Lgi3,ENSMUSG00000033595,2,2,Leucine-rich repeat LGI family member 3 (Leubrin) (Leucine-rich glioma-inactivated protein 3),Secreted,epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type II pneumocyte;lung secretory cell,
Lgr4,ENSMUSG00000050199,2,2,Leucine-rich repeat-containing G-protein coupled receptor 4 (G-protein coupled receptor 48),Cell membrane,,
Lgr5,ENSMUSG00000020140,2,2,Leucine-rich repeat-containing G-protein coupled receptor 5 (G-protein coupled receptor 49) (Orphan G-protein coupled receptor FEX),Cell membrane,ovarian surface epithelial cell;meis2 expressing cortical GABAergic cell,
Lgr6,ENSMUSG00000042793,2,2,Leucine-rich repeat-containing G-protein coupled receptor 6,Cell membrane,,
Lhb,ENSMUSG00000100916,2,2,Lutropin subunit beta (Lutropin beta chain) (Luteinizing hormone subunit beta) (LH-B) (LSH-B) (LSH-beta),Secreted,,
Lhcgr,ENSMUSG00000024107,2,2,Lutropin-choriogonadotropic hormone receptor (LH/CG-R) (Luteinizing hormone receptor) (LSH-R),Cell membrane,Leydig cell,LHB
Lhfpl5,ENSMUSG00000062252,2,2,LHFPL tetraspan subfamily member 5 protein (Lipoma HMGIC fusion partner-like 5 protein) (Tetraspan membrane protein of hair cell stereocilia),Cell membrane,,
Lhx1,ENSMUSG00000018698,2,2,LIM/homeobox protein Lhx1 (LIM homeobox protein 1) (Homeobox protein Lim-1),Nucleus,kidney distal convoluted tubule epithelial cell,
Lhx2,ENSMUSG00000000247,2,2,LIM/homeobox protein Lhx2 (Homeobox protein LH-2) (LIM homeobox protein 2),Nucleus,keratinocyte stem cell;neural progenitor cell,
Lhx3,ENSMUSG00000026934,2,2,LIM/homeobox protein Lhx3 (LIM homeobox protein 3) (Homeobox protein LIM-3) (Homeobox protein P-LIM),Nucleus,,
Lhx4,ENSMUSG00000026468,2,2,LIM/homeobox protein Lhx4 (LIM homeobox protein 4),Nucleus,,
Lhx5,ENSMUSG00000029595,2,2,LIM/homeobox protein Lhx5 (LIM homeobox protein 5),Nucleus,,
Lhx6,ENSMUSG00000026890,2,2,LIM/homeobox protein Lhx6 (LIM homeobox protein 6) (LIM/homeobox protein Lhx6.1),Nucleus,,
Lhx8,ENSMUSG00000096225,2,2,LIM/homeobox protein Lhx8 (LIM homeobox protein 8) (L3) (LIM/homeobox protein Lhx7) (LIM homeobox protein 7),Nucleus,,
Lhx9,ENSMUSG00000019230,2,2,LIM/homeobox protein Lhx9 (LIM homeobox protein 9),Nucleus,granulosa cell;ovarian surface epithelial cell,
Lif,ENSMUSG00000034394,2,2,Leukemia inhibitory factor (LIF) (Differentiation-stimulating factor) (D factor),Secreted,luminal epithelial cell of mammary gland;mammary gland epithelial cell;chondrocyte,
Lifr,ENSMUSG00000054263,3,2,Leukemia inhibitory factor receptor (LIF receptor) (LIF-R) (D-factor/LIF receptor) (CD antigen CD118),Secreted,vasa recta descending limb cell;kidney efferent arteriole endothelial cell;kidney capillary endothelial cell;endothelial cell of sinusoid;endothelial cell of hepatic sinusoid,LIFR;OSM
Lig4,ENSMUSG00000049717,2,2,DNA ligase 4,Nucleus,,
Lilra5,ENSMUSG00000070873,3,3,"Leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5",,,
Lima1,ENSMUSG00000023022,2,2,LIM domain and actin-binding protein 1 (Epithelial protein lost in neoplasm) (mEPLIN),Cytoplasm;Cytoplasm,vasa recta descending limb cell,
Limd1,ENSMUSG00000025239,2,2,LIM domain-containing protein 1,Cytoplasm,pericyte;mesangial cell;mural cell,
Limk1,ENSMUSG00000029674,2,2,LIM domain kinase 1 (LIMK-1),Cytoplasm,,
Limk2,ENSMUSG00000020451,2,2,LIM domain kinase 2 (LIMK-2),Cytoplasm,,
Lin28a,ENSMUSG00000050966,2,2,Protein lin-28 homolog A (Lin-28A) (Testis-expressed protein 17),Cytoplasm,,
Lin28b,ENSMUSG00000063804,2,2,Protein lin-28 homolog B (Lin-28B),Nucleus,,
Lin7c,ENSMUSG00000027162,2,2,Protein lin-7 homolog C (Lin-7C) (mLin7C) (Mammalian lin-seven protein 3) (MALS-3) (Vertebrate lin-7 homolog 3) (Veli-3),Cell membrane,,
Lingo1,ENSMUSG00000049556,3,2,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 (Leucine-rich repeat neuronal protein 1) (Leucine-rich repeat neuronal protein 6A),Cell membrane,pyramidal neuron;L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex;L5 extratelencephalic projecting glutamatergic cortical neuron;glutamatergic neuron;L2/3-6 intratelencephalic projecting glutamatergic cortical neuron;L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex;L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,
Lipe,ENSMUSG00000003123,2,2,Hormone-sensitive lipase (HSL),Cell membrane,,
Lipg,ENSMUSG00000053846,3,3,Endothelial lipase,Secreted,,
Lipm,ENSMUSG00000056078,3,3,Lipase member M,Secreted,,
Litaf,ENSMUSG00000022500,2,2,Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog (LPS-induced TNF-alpha factor homolog) (Estrogen-enhanced transcript protein) (mEET) (LITAF-like protein) (NEDD4 WW domain-binding protein 3),Cytoplasm,hematopoietic stem cell;skeletal muscle satellite cell;muscle precursor cell;Langerhans cell,
Llgl2,ENSMUSG00000020782,2,2,LLGL scribble cell polarity complex component 2 (Lethal giant larvae-like protein 2) (Lethal(2) giant larvae protein homolog 2),Cytoplasm,,
Lmna,ENSMUSG00000028063,3,3,Prelamin-A/C,Nucleus,keratinocyte stem cell;basal cell;basal cell of epidermis;stem cell of epidermis;luminal epithelial cell of mammary gland;keratinocyte;stratified epithelial cell;epidermal cell;mammary gland epithelial cell;smooth muscle cell of trachea;skeletal muscle satellite cell;muscle precursor cell,
Lmnb1,ENSMUSG00000024590,2,2,Lamin-B1,Nucleus lamina,immature alpha-beta T cell;immature NK T cell,
Lmnb2,ENSMUSG00000062075,2,2,Lamin-B2,Nucleus lamina,,
Lmo2,ENSMUSG00000032698,2,2,Rhombotin-2 (Cysteine-rich protein TTG-2) (LIM domain only protein 2) (LMO-2) (T-cell translocation protein 2),Nucleus,vasa recta descending limb cell;kidney capillary endothelial cell;kidney cortex artery cell;erythroblast,
Lmo4,ENSMUSG00000028266,2,2,LIM domain transcription factor LMO4 (Breast tumor autoantigen) (LIM domain only protein 4) (LMO-4),,alveolar macrophage;pyramidal neuron;L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex;L2/3-6 intratelencephalic projecting glutamatergic cortical neuron;L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex;L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,
Lmx1a,ENSMUSG00000026686,2,2,LIM homeobox transcription factor 1-alpha (LIM/homeobox protein 1.1) (LMX-1.1) (LIM/homeobox protein LMX1A),Nucleus,erythrocyte;erythroid lineage cell,
Lmx1b,ENSMUSG00000038765,2,2,LIM homeobox transcription factor 1-beta (LIM/homeobox protein 1.2) (LMX-1.2) (LIM/homeobox protein LMX1B),Nucleus,,
Lnpk,ENSMUSG00000009207,2,2,Endoplasmic reticulum junction formation protein lunapark (ER junction formation factor lunapark) (Protein ulnaless),Endoplasmic reticulum membrane,,
Lox,ENSMUSG00000024529,2,2,Protein-lysine 6-oxidase,Secreted,mesenchymal stem cell;connective tissue cell;fibroblast of connective tissue of prostate;stromal cell,
Loxl1,ENSMUSG00000032334,2,2,Lysyl oxidase homolog 1,Secreted,mesenchymal stem cell;mesenchymal stem cell of adipose tissue;smooth muscle cell;vascular associated smooth muscle cell;aortic smooth muscle cell;connective tissue cell;fibroblast of cardiac tissue;fibroblast of lung;adventitial cell,
Lpar1,ENSMUSG00000038668,2,2,Lysophosphatidic acid receptor 1 (LPA receptor 1) (LPA-1) (Lysophosphatidic acid receptor Edg-2) (Rec1.3) (VZG-1),Cell surface,Schwann cell;vascular leptomeningeal cell (Mmus),ADGRE
Lpar2,ENSMUSG00000031861,2,2,Lysophosphatidic acid receptor 2 (LPA receptor 2) (LPA-2) (Lysophosphatidic acid receptor Edg-4),Cell surface,,ADGRE
Lpar5,ENSMUSG00000067714,2,2,Lysophosphatidic acid receptor 5 (LPA receptor 5) (LPA-5) (G-protein coupled receptor 92),Cell membrane,,
Lpar6,ENSMUSG00000033446,2,2,Lysophosphatidic acid receptor 6 (LPA receptor 6) (LPA-6) (Oleoyl-L-alpha-lysophosphatidic acid receptor) (P2Y purinoceptor 5) (P2Y5) (Purinergic receptor 5),Cell membrane,endothelial cell of sinusoid;endothelial cell of hepatic sinusoid,
Lpin1,ENSMUSG00000020593,2,2,Phosphatidate phosphatase LPIN1,Nucleus,alveolar macrophage;lung macrophage,
Lpin2,ENSMUSG00000024052,2,2,Phosphatidate phosphatase LPIN2,Nucleus;Cytoplasm,podocyte,
Lpin3,ENSMUSG00000027412,2,2,Phosphatidate phosphatase LPIN3,Nucleus,,
Lpl,ENSMUSG00000015568,3,2,Lipoprotein lipase (LPL),Cell membrane,mesenchymal stem cell of adipose tissue;endothelial cell of coronary artery;endothelial cell of artery;pancreatic A cell;cardiac endothelial cell;alveolar macrophage;lung macrophage;cardiac muscle cell;pancreatic stellate cell,
Lpp,ENSMUSG00000033306,2,2,Lipoma-preferred partner homolog,Nucleus,,
Lratd2,ENSMUSG00000072568,3,3,LRAT domain containing 1,,,
Lrig1,ENSMUSG00000030029,2,2,Leucine-rich repeats and immunoglobulin-like domains protein 1 (LIG-1),Cell membrane,glioblast;Bergmann glial cell,
Lrp1,ENSMUSG00000040249,3,2,Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (CD antigen CD91),Cytoplasm,mesenchymal stem cell of adipose tissue;vascular leptomeningeal cell (Mmus);hepatic stellate cell;fibroblast of cardiac tissue;fibroblast of lung;adventitial cell,MK
Lrp12,ENSMUSG00000022305,2,2,Low-density lipoprotein receptor-related protein 12 (LRP-12),Membrane,,
Lrp2,ENSMUSG00000027070,2,2,Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin),Apical cell membrane,epithelial cell;ciliated epithelial cell;epithelial cell of proximal tubule;kidney proximal convoluted tubule epithelial cell;kidney proximal straight tubule epithelial cell;columnar/cuboidal epithelial cell;brush cell;kidney loop of Henle thin ascending limb epithelial cell;kidney epithelial cell;kidney glomerular epithelial cell;podocyte;kidney cortex tubule cell;epithelial cell of nephron;kidney cell,
Lrp5,ENSMUSG00000024913,2,2,Low-density lipoprotein receptor-related protein 5 (LRP-5) (Low-density lipoprotein receptor-related protein 7) (LRP-7),Membrane,,WNT
Lrp6,ENSMUSG00000030201,2,2,Low-density lipoprotein receptor-related protein 6 (LRP-6),Cell membrane,,WNT
Lrp8,ENSMUSG00000028613,3,3,Low-density lipoprotein receptor-related protein 8 (LRP-8) (Apolipoprotein E receptor 2),Cell membrane,,RELN
Lrpprc,ENSMUSG00000024120,2,2,"Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (LRP 130) (mLRP130)",Mitochondrion,,
Lrrc15,ENSMUSG00000052316,2,2,Leucine-rich repeat-containing protein 15,Cell membrane,,
Lrrc52,ENSMUSG00000040485,2,2,Leucine-rich repeat-containing protein 52 (BK channel auxiliary gamma subunit LRRC52),Cell membrane,,
Lrrc6,ENSMUSG00000022375,2,2,,,,
Lrrk1,ENSMUSG00000015133,2,2,Leucine-rich repeat serine/threonine-protein kinase 1,Cytoplasm,leptomeningeal cell;vascular leptomeningeal cell (Mmus),
Lrrk2,ENSMUSG00000036273,2,2,Leucine-rich repeat serine/threonine-protein kinase 2,Cytoplasmic vesicle,,
Lrrtm1,ENSMUSG00000060780,2,2,Leucine-rich repeat transmembrane neuronal protein 1,Cell membrane,,NRXN
Lrrtm3,ENSMUSG00000042846,3,3,Leucine-rich repeat transmembrane neuronal protein 3,Cell membrane,granule cell;cerebellar granule cell,NRXN
Lsm14a,ENSMUSG00000066568,2,2,Protein LSM14 homolog A (Protein FAM61A) (RNA-associated protein 55A) (mRAP55A),Cytoplasm,,
Lsr,ENSMUSG00000001247,2,2,Lipolysis-stimulated lipoprotein receptor (Angulin-3) (Lipolysis-stimulated receptor) (Liver-specific bHLH-Zip transcription factor) (Liver-specific gene on mouse chromosome 7 protein),Cell membrane,goblet cell;intestine goblet cell;large intestine goblet cell,
Lss,ENSMUSG00000033105,2,2,Lanosterol synthase,Endoplasmic reticulum membrane,,
Lta,ENSMUSG00000024402,2,2,Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1),Secreted,,
Lta4h,ENSMUSG00000015889,2,2,Leukotriene A-4 hydrolase (LTA-4 hydrolase),Cytoplasm,naive T cell;megakaryocyte-erythroid progenitor cell;hematopoietic precursor cell;granulocytopoietic cell,
Ltb4r1,ENSMUSG00000046908,2,2,LTB4 receptor,Cell membrane,blood cell;granulocyte;neutrophil;leukocyte;naive T cell;megakaryocyte-erythroid progenitor cell;proerythroblast;hematopoietic precursor cell;myeloid lineage restricted progenitor cell;granulocytopoietic cell,CysLTs;12oxoLTB4
Ltbp1,ENSMUSG00000001870,2,2,Latent-transforming growth factor beta-binding protein 1 (LTBP-1) (Transforming growth factor beta-1-binding protein 1) (TGF-beta1-BP-1),Secreted,,
Ltbr,ENSMUSG00000030339,2,2,Tumor necrosis factor receptor superfamily member 3 (Lymphotoxin-beta receptor),Membrane,,LT;LIGHT
Luc7l3,ENSMUSG00000020863,2,2,Luc7-like protein 3 (Cisplatin resistance-associated-overexpressed protein),Nucleus speckle,,
Lum,ENSMUSG00000036446,2,2,Lumican (Keratan sulfate proteoglycan lumican) (KSPG lumican),Secreted,stem cell;mesenchymal stem cell;mesenchymal stem cell of adipose tissue;endocardial cell;connective tissue cell;fibroblast;hepatic stellate cell;pulmonary interstitial fibroblast;pancreatic stellate cell;fibroblast of cardiac tissue;fibroblast of connective tissue of prostate;stromal cell;stromal cell of ovary;interstitial cell of ovary;adventitial cell,
Lurap1,ENSMUSG00000028701,2,2,Leucine rich adaptor protein 1 (Leucine repeat adapter protein 35A),Cytoplasm,,
Lvrn,ENSMUSG00000024481,2,2,Aminopeptidase Q (AP-Q) (APQ),Membrane,,
Ly6g,ENSMUSG00000022582,2,2,Lymphocyte antigen 6G (Ly-6G) (Ly-6G.1),Cell membrane,blood cell;granulocyte;neutrophil;leukocyte;myeloid leukocyte;myeloid cell,
Ly6g5b,ENSMUSG00000043807,2,2,Lymphocyte antigen 6 complex locus protein G5b,Secreted,,
Ly6g6d,ENSMUSG00000073413,2,2,Lymphocyte antigen 6 complex locus protein G6d,Cell membrane,,
Ly6g6e,ENSMUSG00000013766,2,2,Lymphocyte antigen 6G6e (Lymphocyte antigen 6 complex locus protein G6e),Cell surface,squamous epithelial cell,
Ly6h,ENSMUSG00000022577,4,4,Lymphocyte antigen 6H (Ly-6H),Cell membrane,Cajal-Retzius cell,
Ly6i,ENSMUSG00000022586,2,2,Lymphocyte antigen 6I (Ly-6I) (Lymphocyte antigen 6M) (Ly-6M),Cell membrane,endothelial cell of lymphatic vessel;non-classical monocyte;intermediate monocyte,
Ly6k,ENSMUSG00000044678,2,2,Lymphocyte antigen 6K (Ly-6K),Secreted,precursor B cell;late pro-B cell;plasma cell,
Ly6m,ENSMUSG00000063522,2,2,UPAR/Ly6 domain-containing protein,Cell membrane,,
Ly75,ENSMUSG00000026980,3,3,Lymphocyte antigen 75 (Ly-75) (DEC-205) (CD antigen CD205),Membrane,,
Ly86,ENSMUSG00000021423,2,2,Lymphocyte antigen 86 (Ly-86) (Protein MD-1),Secreted,"phagocyte;macrophage;tissue-resident macrophage;Kupffer cell;central nervous system macrophage;microglial cell;hematopoietic cell;leukocyte;professional antigen presenting cell;dendritic cell;plasmacytoid dendritic cell;conventional dendritic cell;myeloid leukocyte;monocyte;myeloid cell;erythroid progenitor cell;erythroid progenitor cell, mammalian;macrophage dendritic cell progenitor",
Ly96,ENSMUSG00000025779,2,2,Lymphocyte antigen 96 (Ly-96) (ESOP-1) (Protein MD-2),Secreted,,
Lyar,ENSMUSG00000067367,2,2,Cell growth-regulating nucleolar protein (Ly1 antibody-reactive protein) (Protein expressed in male leptotene and zygotene spermatocytes 264) (MLZ-264),Nucleus,,
Lyg1,ENSMUSG00000026085,2,2,Lysozyme g-like protein 1,Secreted,,
Lyn,ENSMUSG00000042228,2,2,Tyrosine-protein kinase Lyn,Cell membrane,phagocyte;macrophage;tissue-resident macrophage;central nervous system macrophage;microglial cell;classical monocyte;hematopoietic cell;leukocyte;professional antigen presenting cell;myeloid leukocyte;monocyte;non-classical monocyte;myeloid cell,
Lypd1,ENSMUSG00000026344,2,2,Ly6/PLAUR domain-containing protein 1 (Ly-6/neurotoxin-like protein 2) (Lynx2),Cell membrane,L5/6 near-projecting glutamatergic neuron of the primary motor cortex,
Lypd6,ENSMUSG00000050447,2,2,Ly6/PLAUR domain-containing protein 6,Secreted,sst GABAergic cortical interneuron;inhibitory interneuron,
Lypd6b,ENSMUSG00000026765,2,2,Ly6/PLAUR domain-containing protein 6B,Cell membrane,kidney collecting duct epithelial cell;kidney collecting duct principal cell;renal principal cell;kidney collecting duct cell,
Lyplal1,ENSMUSG00000039246,2,2,Lysophospholipase-like protein 1,Cytoplasm,,
Lyst,ENSMUSG00000019726,2,2,Lysosomal-trafficking regulator (Beige protein) (CHS1 homolog),Cytoplasm,,
Lyve1,ENSMUSG00000030787,2,2,Lymphatic vessel endothelial hyaluronic acid receptor 1 (LYVE-1) (Cell surface retention sequence-binding protein 1) (CRSBP-1) (Extracellular link domain-containing protein 1),Membrane,squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;endothelial cell of artery;capillary endothelial cell;prostate gland microvascular endothelial cell;endothelial cell;endothelial cell of vascular tree;endothelial cell of lymphatic vessel;endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endocardial cell;muscle cell;smooth muscle cell;smooth muscle cell of the pulmonary artery;tracheobronchial smooth muscle cell;bronchial smooth muscle cell,
Lyzl6,ENSMUSG00000020945,2,2,Lysozyme-like protein 6,Secreted,,
Lztr1,ENSMUSG00000022761,2,2,Leucine-zipper-like transcriptional regulator 1 (LZTR-1),Endomembrane system,,
Mad1l1,ENSMUSG00000029554,2,2,Mitotic spindle assembly checkpoint protein MAD1 (Mitotic arrest deficient 1-like protein 1) (MAD1-like protein 1),Nucleus,,
Mad2l1,ENSMUSG00000029910,2,2,Mitotic spindle assembly checkpoint protein MAD2A (Mitotic arrest deficient 2-like protein 1) (MAD2-like protein 1),Nucleus,,
Mad2l2,ENSMUSG00000029003,2,2,Mitotic spindle assembly checkpoint protein MAD2B (Mitotic arrest deficient 2-like protein 2) (MAD2-like protein 2),Nucleus,,
Madcam1,ENSMUSG00000020310,2,2,Mucosal addressin cell adhesion molecule 1 (MAdCAM-1) (mMAdCAM-1),Membrane,endothelial cell of lymphatic vessel,SELL
Mael,ENSMUSG00000040629,2,2,Protein maelstrom homolog,Cytoplasm,,
Maf,ENSMUSG00000055435,2,2,Transcription factor Maf (Proto-oncogene c-Maf) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog),Nucleus,endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;central nervous system macrophage;microglial cell,
Maf1,ENSMUSG00000022553,2,2,Repressor of RNA polymerase III transcription MAF1 homolog,Nucleus,,
Mafa,ENSMUSG00000047591,2,2,Transcription factor MafA (Pancreatic beta-cell-specific transcriptional activator) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog A),Nucleus,epithelial cell;pancreatic endocrine cell;type B pancreatic cell;glandular epithelial cell;enteroendocrine cell;endocrine cell,
Mafb,ENSMUSG00000074622,2,2,Transcription factor MafB (Maf-B) (Kreisler) (Segmentation protein Kr) (Transcription factor Maf-1) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog B),Nucleus,pancreatic A cell;phagocyte;macrophage;tissue-resident macrophage;Kupffer cell;central nervous system macrophage;microglial cell;professional antigen presenting cell,
Maff,ENSMUSG00000042622,2,2,Transcription factor MafF (V-maf musculoaponeurotic fibrosarcoma oncogene homolog F),Nucleus,pancreatic ductal cell;skeletal muscle satellite cell;muscle precursor cell;Langerhans cell;bladder cell,
Mafk,ENSMUSG00000018143,2,2,Transcription factor MafK (Erythroid transcription factor NF-E2 p18 subunit),Nucleus,bladder urothelial cell;smooth muscle cell of trachea;skeletal muscle satellite cell;muscle precursor cell;bladder cell,
Mag,ENSMUSG00000036634,2,2,Myelin-associated glycoprotein (Siglec-4a),Cell membrane,neuron associated cell;glial cell;macroglial cell;oligodendrocyte,MAG
Mageb4,ENSMUSG00000035427,2,2,Melanoma-associated antigen B4,Cytoplasm,,
Magoh,ENSMUSG00000028609,2,2,Protein mago nashi homolog,Nucleus,,
Maip1,ENSMUSG00000025971,2,2,"m-AAA protease-interacting protein 1, mitochondrial (Matrix AAA peptidase-interacting protein 1)",Mitochondrion matrix,,
Malt1,ENSMUSG00000032688,2,2,Mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog,Cytoplasm,CD141-positive myeloid dendritic cell;myeloid dendritic cell,
Maml1,ENSMUSG00000050567,2,2,Mastermind-like protein 1 (Mam-1),Nucleus speckle,,
Man2b2,ENSMUSG00000029119,2,2,Epididymis-specific alpha-mannosidase,Secreted,,
Maoa,ENSMUSG00000025037,2,2,Amine oxidase [flavin-containing] A,Mitochondrion outer membrane,intestinal crypt stem cell;enterocyte;enterocyte of epithelium of large intestine;intestinal epithelial cell;epithelial cell of large intestine,
Maob,ENSMUSG00000040147,2,2,Amine oxidase [flavin-containing] B,Mitochondrion outer membrane,mast cell,
Map1b,ENSMUSG00000052727,2,2,Microtubule-associated protein 1B (MAP-1B) (MAP1(X)) (MAP1.2),Cytoplasm,,
Map1lc3a,ENSMUSG00000027602,1,1,Microtubule-associated proteins 1A/1B light chain 3A (Autophagy-related protein LC3 A) (Autophagy-related ubiquitin-like modifier LC3 A) (MAP1 light chain 3-like protein 1) (MAP1A/MAP1B light chain 3 A) (MAP1A/MAP1B LC3 A) (Microtubule-associated protein 1 light chain 3 alpha),Endomembrane system,,
Map2,ENSMUSG00000015222,3,2,Microtubule-associated protein 2 (MAP-2),Cytoplasm,neural cell;meis2 expressing cortical GABAergic cell,
Map2k1,ENSMUSG00000004936,2,2,Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1),Cytoplasm,,
Map2k2,ENSMUSG00000035027,2,2,Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2),Cytoplasm,,
Map2k3,ENSMUSG00000018932,2,2,Dual specificity mitogen-activated protein kinase kinase 3 (MAP kinase kinase 3) (MAPKK 3),,luminal epithelial cell of mammary gland;mammary gland epithelial cell,
Map2k4,ENSMUSG00000033352,2,2,Dual specificity mitogen-activated protein kinase kinase 4 (MAP kinase kinase 4) (MAPKK 4),Cytoplasm,,
Map2k5,ENSMUSG00000058444,2,2,Dual specificity mitogen-activated protein kinase kinase 5 (MAP kinase kinase 5) (MAPKK 5),Cytoplasm,,
Map3k1,ENSMUSG00000021754,2,2,Mitogen-activated protein kinase kinase kinase 1,,kidney collecting duct epithelial cell;kidney collecting duct principal cell;kidney loop of Henle thin descending limb epithelial cell,
Map3k11,ENSMUSG00000004054,2,2,Mitogen-activated protein kinase kinase kinase 11,Cytoplasm,,
Map3k14,ENSMUSG00000020941,2,2,Mitogen-activated protein kinase kinase kinase 14,Cytoplasm,,
Map3k15,ENSMUSG00000031303,3,3,Mitogen-activated protein kinase kinase kinase 15,,pancreatic A cell,
Map3k5,ENSMUSG00000071369,2,2,Mitogen-activated protein kinase kinase kinase 5,Cytoplasm,,
Map3k7,ENSMUSG00000028284,2,2,Mitogen-activated protein kinase kinase kinase 7,Cytoplasm,,
Map3k8,ENSMUSG00000024235,2,2,Mitogen-activated protein kinase kinase kinase 8,Cytoplasm,,
Map4,ENSMUSG00000032479,3,2,Microtubule-associated protein 4 (MAP-4),Cytoplasm,,
Map4k4,ENSMUSG00000026074,2,2,Mitogen-activated protein kinase kinase kinase kinase 4,Cytoplasm,,
Map6,ENSMUSG00000055407,2,2,Microtubule-associated protein 6 (MAP-6) (Stable tubule-only polypeptide) (STOP),Cytoplasm,,
Map7,ENSMUSG00000019996,2,2,Ensconsin (Epithelial microtubule-associated protein of 115 kDa) (E-MAP-115) (Microtubule-associated protein 7) (MAP-7),Cytoplasm,neuron associated cell;glial cell;macroglial cell;oligodendrocyte,
Map9,ENSMUSG00000033900,2,2,Microtubule-associated protein 9 (Aster-associated protein),Cytoplasm;Cytoplasm,,
Mapk1,ENSMUSG00000063358,2,2,Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1),Cytoplasm,pyramidal neuron;L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex;L5 extratelencephalic projecting glutamatergic cortical neuron,
Mapk10,ENSMUSG00000046709,2,2,Mitogen-activated protein kinase 10 (MAP kinase 10) (MAPK 10),Cytoplasm,neural cell;neuron;sst chodl GABAergic cortical interneuron,
Mapk11,ENSMUSG00000053137,2,2,Mitogen-activated protein kinase 11 (MAP kinase 11) (MAPK 11),Cytoplasm,,
